grid_id,material_id,medium_id,base_volume_m3,bulk_density_base_kg_m3,target_mass_fraction,target_mass_kg,matrix_mass_kg,property_evidence_state,run_gate
BMG-00755,MAT-IR,MED-ANT,0.001,1500,0.25,0.375,1.125,reference_density_screening_properties,assay required
BMG-00756,MAT-IR,MED-ANT,0.001,1500,0.5,0.75,0.75,reference_density_screening_properties,assay required
BMG-00757,MAT-IR,MED-GLS,0.001,1550,0.001,0.00155,1.54845,reference_density_screening_properties,assay required
BMG-00758,MAT-IR,MED-GLS,0.001,1550,0.005,0.00775,1.54225,reference_density_screening_properties,assay required
BMG-00759,MAT-IR,MED-GLS,0.001,1550,0.01,0.0155,1.5345,reference_density_screening_properties,assay required
BMG-00760,MAT-IR,MED-GLS,0.001,1550,0.05,0.0775,1.4725,reference_density_screening_properties,assay required
BMG-00761,MAT-IR,MED-GLS,0.001,1550,0.1,0.155,1.395,reference_density_screening_properties,assay required
BMG-00762,MAT-IR,MED-GLS,0.001,1550,0.25,0.3875,1.1625,reference_density_screening_properties,assay required
BMG-00763,MAT-IR,MED-GLS,0.001,1550,0.5,0.775,0.775,reference_density_screening_properties,assay required
BMG-00764,MAT-IR,MED-ICY,0.001,900,0.001,0.0009,0.8991,reference_density_screening_properties,assay required
BMG-00765,MAT-IR,MED-ICY,0.001,900,0.005,0.0045,0.8955,reference_density_screening_properties,assay required
BMG-00766,MAT-IR,MED-ICY,0.001,900,0.01,0.009,0.891,reference_density_screening_properties,assay required
BMG-00767,MAT-IR,MED-ICY,0.001,900,0.05,0.045,0.855,reference_density_screening_properties,assay required
BMG-00768,MAT-IR,MED-ICY,0.001,900,0.1,0.09,0.81,reference_density_screening_properties,assay required
BMG-00769,MAT-IR,MED-ICY,0.001,900,0.25,0.225,0.675,reference_density_screening_properties,assay required
BMG-00770,MAT-IR,MED-ICY,0.001,900,0.5,0.45,0.45,reference_density_screening_properties,assay required
BMG-00771,MAT-RH,MED-GRV,0.001,1600,0.001,0.0016,1.5984,reference_density_screening_properties,assay required
BMG-00772,MAT-RH,MED-GRV,0.001,1600,0.005,0.008,1.592,reference_density_screening_properties,assay required
BMG-00773,MAT-RH,MED-GRV,0.001,1600,0.01,0.016,1.584,reference_density_screening_properties,assay required
BMG-00774,MAT-RH,MED-GRV,0.001,1600,0.05,0.08,1.52,reference_density_screening_properties,assay required
BMG-00775,MAT-RH,MED-GRV,0.001,1600,0.1,0.16,1.44,reference_density_screening_properties,assay required
BMG-00776,MAT-RH,MED-GRV,0.001,1600,0.25,0.4,1.2,reference_density_screening_properties,assay required
BMG-00777,MAT-RH,MED-GRV,0.001,1600,0.5,0.8,0.8,reference_density_screening_properties,assay required
BMG-00778,MAT-RH,MED-SND,0.001,1650,0.001,0.00165,1.64835,reference_density_screening_properties,assay required
BMG-00779,MAT-RH,MED-SND,0.001,1650,0.005,0.00825,1.64175,reference_density_screening_properties,assay required
BMG-00780,MAT-RH,MED-SND,0.001,1650,0.01,0.0165,1.6335,reference_density_screening_properties,assay required
BMG-00781,MAT-RH,MED-SND,0.001,1650,0.05,0.0825,1.5675,reference_density_screening_properties,assay required
BMG-00782,MAT-RH,MED-SND,0.001,1650,0.1,0.165,1.485,reference_density_screening_properties,assay required
BMG-00783,MAT-RH,MED-SND,0.001,1650,0.25,0.4125,1.2375,reference_density_screening_properties,assay required
BMG-00784,MAT-RH,MED-SND,0.001,1650,0.5,0.825,0.825,reference_density_screening_properties,assay required
BMG-00785,MAT-RH,MED-CLY,0.001,1800,0.001,0.0018,1.7982,reference_density_screening_properties,assay required
BMG-00786,MAT-RH,MED-CLY,0.001,1800,0.005,0.009,1.791,reference_density_screening_properties,assay required
BMG-00787,MAT-RH,MED-CLY,0.001,1800,0.01,0.018,1.782,reference_density_screening_properties,assay required
BMG-00788,MAT-RH,MED-CLY,0.001,1800,0.05,0.09,1.71,reference_density_screening_properties,assay required
BMG-00789,MAT-RH,MED-CLY,0.001,1800,0.1,0.18,1.62,reference_density_screening_properties,assay required
BMG-00790,MAT-RH,MED-CLY,0.001,1800,0.25,0.45,1.35,reference_density_screening_properties,assay required
BMG-00791,MAT-RH,MED-CLY,0.001,1800,0.5,0.9,0.9,reference_density_screening_properties,assay required
BMG-00792,MAT-RH,MED-BCL,0.001,1900,0.001,0.0019,1.8981,reference_density_screening_properties,assay required
BMG-00793,MAT-RH,MED-BCL,0.001,1900,0.005,0.0095,1.8905,reference_density_screening_properties,assay required
BMG-00794,MAT-RH,MED-BCL,0.001,1900,0.01,0.019,1.881,reference_density_screening_properties,assay required
BMG-00795,MAT-RH,MED-BCL,0.001,1900,0.05,0.095,1.805,reference_density_screening_properties,assay required
BMG-00796,MAT-RH,MED-BCL,0.001,1900,0.1,0.19,1.71,reference_density_screening_properties,assay required
BMG-00797,MAT-RH,MED-BCL,0.001,1900,0.25,0.475,1.425,reference_density_screening_properties,assay required
BMG-00798,MAT-RH,MED-BCL,0.001,1900,0.5,0.95,0.95,reference_density_screening_properties,assay required
BMG-00799,MAT-RH,MED-BAS,0.001,1700,0.001,0.0017,1.6983,reference_density_screening_properties,assay required
BMG-00800,MAT-RH,MED-BAS,0.001,1700,0.005,0.0085,1.6915,reference_density_screening_properties,assay required
BMG-00801,MAT-RH,MED-BAS,0.001,1700,0.01,0.017,1.683,reference_density_screening_properties,assay required
BMG-00802,MAT-RH,MED-BAS,0.001,1700,0.05,0.085,1.615,reference_density_screening_properties,assay required
BMG-00803,MAT-RH,MED-BAS,0.001,1700,0.1,0.17,1.53,reference_density_screening_properties,assay required
BMG-00804,MAT-RH,MED-BAS,0.001,1700,0.25,0.425,1.275,reference_density_screening_properties,assay required
BMG-00805,MAT-RH,MED-BAS,0.001,1700,0.5,0.85,0.85,reference_density_screening_properties,assay required
BMG-00806,MAT-RH,MED-CAR,0.001,1300,0.001,0.0013,1.2987,reference_density_screening_properties,assay required
BMG-00807,MAT-RH,MED-CAR,0.001,1300,0.005,0.0065,1.2935,reference_density_screening_properties,assay required
BMG-00808,MAT-RH,MED-CAR,0.001,1300,0.01,0.013,1.287,reference_density_screening_properties,assay required
BMG-00809,MAT-RH,MED-CAR,0.001,1300,0.05,0.065,1.235,reference_density_screening_properties,assay required
BMG-00810,MAT-RH,MED-CAR,0.001,1300,0.1,0.13,1.17,reference_density_screening_properties,assay required
BMG-00811,MAT-RH,MED-CAR,0.001,1300,0.25,0.325,0.975,reference_density_screening_properties,assay required
BMG-00812,MAT-RH,MED-CAR,0.001,1300,0.5,0.65,0.65,reference_density_screening_properties,assay required
BMG-00813,MAT-RH,MED-MET,0.001,2300,0.001,0.0023,2.2977,reference_density_screening_properties,assay required
BMG-00814,MAT-RH,MED-MET,0.001,2300,0.005,0.0115,2.2885,reference_density_screening_properties,assay required
BMG-00815,MAT-RH,MED-MET,0.001,2300,0.01,0.023,2.277,reference_density_screening_properties,assay required
BMG-00816,MAT-RH,MED-MET,0.001,2300,0.05,0.115,2.185,reference_density_screening_properties,assay required
BMG-00817,MAT-RH,MED-MET,0.001,2300,0.1,0.23,2.07,reference_density_screening_properties,assay required
BMG-00818,MAT-RH,MED-MET,0.001,2300,0.25,0.575,1.725,reference_density_screening_properties,assay required
BMG-00819,MAT-RH,MED-MET,0.001,2300,0.5,1.15,1.15,reference_density_screening_properties,assay required
BMG-00820,MAT-RH,MED-ANT,0.001,1500,0.001,0.0015,1.4985,reference_density_screening_properties,assay required
BMG-00821,MAT-RH,MED-ANT,0.001,1500,0.005,0.0075,1.4925,reference_density_screening_properties,assay required
BMG-00822,MAT-RH,MED-ANT,0.001,1500,0.01,0.015,1.485,reference_density_screening_properties,assay required
BMG-00823,MAT-RH,MED-ANT,0.001,1500,0.05,0.075,1.425,reference_density_screening_properties,assay required
BMG-00824,MAT-RH,MED-ANT,0.001,1500,0.1,0.15,1.35,reference_density_screening_properties,assay required
BMG-00825,MAT-RH,MED-ANT,0.001,1500,0.25,0.375,1.125,reference_density_screening_properties,assay required
BMG-00826,MAT-RH,MED-ANT,0.001,1500,0.5,0.75,0.75,reference_density_screening_properties,assay required
BMG-00827,MAT-RH,MED-GLS,0.001,1550,0.001,0.00155,1.54845,reference_density_screening_properties,assay required
BMG-00828,MAT-RH,MED-GLS,0.001,1550,0.005,0.00775,1.54225,reference_density_screening_properties,assay required
BMG-00829,MAT-RH,MED-GLS,0.001,1550,0.01,0.0155,1.5345,reference_density_screening_properties,assay required
BMG-00830,MAT-RH,MED-GLS,0.001,1550,0.05,0.0775,1.4725,reference_density_screening_properties,assay required
BMG-00831,MAT-RH,MED-GLS,0.001,1550,0.1,0.155,1.395,reference_density_screening_properties,assay required
BMG-00832,MAT-RH,MED-GLS,0.001,1550,0.25,0.3875,1.1625,reference_density_screening_properties,assay required
BMG-00833,MAT-RH,MED-GLS,0.001,1550,0.5,0.775,0.775,reference_density_screening_properties,assay required
BMG-00834,MAT-RH,MED-ICY,0.001,900,0.001,0.0009,0.8991,reference_density_screening_properties,assay required
BMG-00835,MAT-RH,MED-ICY,0.001,900,0.005,0.0045,0.8955,reference_density_screening_properties,assay required
BMG-00836,MAT-RH,MED-ICY,0.001,900,0.01,0.009,0.891,reference_density_screening_properties,assay required
BMG-00837,MAT-RH,MED-ICY,0.001,900,0.05,0.045,0.855,reference_density_screening_properties,assay required
BMG-00838,MAT-RH,MED-ICY,0.001,900,0.1,0.09,0.81,reference_density_screening_properties,assay required
BMG-00839,MAT-RH,MED-ICY,0.001,900,0.25,0.225,0.675,reference_density_screening_properties,assay required
BMG-00840,MAT-RH,MED-ICY,0.001,900,0.5,0.45,0.45,reference_density_screening_properties,assay required
BMG-00841,MAT-RU,MED-GRV,0.001,1600,0.001,0.0016,1.5984,reference_density_screening_properties,assay required
BMG-00842,MAT-RU,MED-GRV,0.001,1600,0.005,0.008,1.592,reference_density_screening_properties,assay required
BMG-00843,MAT-RU,MED-GRV,0.001,1600,0.01,0.016,1.584,reference_density_screening_properties,assay required
BMG-00844,MAT-RU,MED-GRV,0.001,1600,0.05,0.08,1.52,reference_density_screening_properties,assay required
BMG-00845,MAT-RU,MED-GRV,0.001,1600,0.1,0.16,1.44,reference_density_screening_properties,assay required
BMG-00846,MAT-RU,MED-GRV,0.001,1600,0.25,0.4,1.2,reference_density_screening_properties,assay required
BMG-00847,MAT-RU,MED-GRV,0.001,1600,0.5,0.8,0.8,reference_density_screening_properties,assay required
BMG-00848,MAT-RU,MED-SND,0.001,1650,0.001,0.00165,1.64835,reference_density_screening_properties,assay required
BMG-00849,MAT-RU,MED-SND,0.001,1650,0.005,0.00825,1.64175,reference_density_screening_properties,assay required
BMG-00850,MAT-RU,MED-SND,0.001,1650,0.01,0.0165,1.6335,reference_density_screening_properties,assay required
BMG-00851,MAT-RU,MED-SND,0.001,1650,0.05,0.0825,1.5675,reference_density_screening_properties,assay required
BMG-00852,MAT-RU,MED-SND,0.001,1650,0.1,0.165,1.485,reference_density_screening_properties,assay required
BMG-00853,MAT-RU,MED-SND,0.001,1650,0.25,0.4125,1.2375,reference_density_screening_properties,assay required
BMG-00854,MAT-RU,MED-SND,0.001,1650,0.5,0.825,0.825,reference_density_screening_properties,assay required
BMG-00855,MAT-RU,MED-CLY,0.001,1800,0.001,0.0018,1.7982,reference_density_screening_properties,assay required
BMG-00856,MAT-RU,MED-CLY,0.001,1800,0.005,0.009,1.791,reference_density_screening_properties,assay required
BMG-00857,MAT-RU,MED-CLY,0.001,1800,0.01,0.018,1.782,reference_density_screening_properties,assay required
BMG-00858,MAT-RU,MED-CLY,0.001,1800,0.05,0.09,1.71,reference_density_screening_properties,assay required
BMG-00859,MAT-RU,MED-CLY,0.001,1800,0.1,0.18,1.62,reference_density_screening_properties,assay required
BMG-00860,MAT-RU,MED-CLY,0.001,1800,0.25,0.45,1.35,reference_density_screening_properties,assay required
BMG-00861,MAT-RU,MED-CLY,0.001,1800,0.5,0.9,0.9,reference_density_screening_properties,assay required
BMG-00862,MAT-RU,MED-BCL,0.001,1900,0.001,0.0019,1.8981,reference_density_screening_properties,assay required
BMG-00863,MAT-RU,MED-BCL,0.001,1900,0.005,0.0095,1.8905,reference_density_screening_properties,assay required
BMG-00864,MAT-RU,MED-BCL,0.001,1900,0.01,0.019,1.881,reference_density_screening_properties,assay required
BMG-00865,MAT-RU,MED-BCL,0.001,1900,0.05,0.095,1.805,reference_density_screening_properties,assay required
BMG-00866,MAT-RU,MED-BCL,0.001,1900,0.1,0.19,1.71,reference_density_screening_properties,assay required
BMG-00867,MAT-RU,MED-BCL,0.001,1900,0.25,0.475,1.425,reference_density_screening_properties,assay required
BMG-00868,MAT-RU,MED-BCL,0.001,1900,0.5,0.95,0.95,reference_density_screening_properties,assay required
BMG-00869,MAT-RU,MED-BAS,0.001,1700,0.001,0.0017,1.6983,reference_density_screening_properties,assay required
BMG-00870,MAT-RU,MED-BAS,0.001,1700,0.005,0.0085,1.6915,reference_density_screening_properties,assay required
BMG-00871,MAT-RU,MED-BAS,0.001,1700,0.01,0.017,1.683,reference_density_screening_properties,assay required
BMG-00872,MAT-RU,MED-BAS,0.001,1700,0.05,0.085,1.615,reference_density_screening_properties,assay required
BMG-00873,MAT-RU,MED-BAS,0.001,1700,0.1,0.17,1.53,reference_density_screening_properties,assay required
BMG-00874,MAT-RU,MED-BAS,0.001,1700,0.25,0.425,1.275,reference_density_screening_properties,assay required
BMG-00875,MAT-RU,MED-BAS,0.001,1700,0.5,0.85,0.85,reference_density_screening_properties,assay required
BMG-00876,MAT-RU,MED-CAR,0.001,1300,0.001,0.0013,1.2987,reference_density_screening_properties,assay required
BMG-00877,MAT-RU,MED-CAR,0.001,1300,0.005,0.0065,1.2935,reference_density_screening_properties,assay required
BMG-00878,MAT-RU,MED-CAR,0.001,1300,0.01,0.013,1.287,reference_density_screening_properties,assay required
BMG-00879,MAT-RU,MED-CAR,0.001,1300,0.05,0.065,1.235,reference_density_screening_properties,assay required
BMG-00880,MAT-RU,MED-CAR,0.001,1300,0.1,0.13,1.17,reference_density_screening_properties,assay required
BMG-00881,MAT-RU,MED-CAR,0.001,1300,0.25,0.325,0.975,reference_density_screening_properties,assay required
BMG-00882,MAT-RU,MED-CAR,0.001,1300,0.5,0.65,0.65,reference_density_screening_properties,assay required
BMG-00883,MAT-RU,MED-MET,0.001,2300,0.001,0.0023,2.2977,reference_density_screening_properties,assay required
BMG-00884,MAT-RU,MED-MET,0.001,2300,0.005,0.0115,2.2885,reference_density_screening_properties,assay required
BMG-00885,MAT-RU,MED-MET,0.001,2300,0.01,0.023,2.277,reference_density_screening_properties,assay required
BMG-00886,MAT-RU,MED-MET,0.001,2300,0.05,0.115,2.185,reference_density_screening_properties,assay required
BMG-00887,MAT-RU,MED-MET,0.001,2300,0.1,0.23,2.07,reference_density_screening_properties,assay required
BMG-00888,MAT-RU,MED-MET,0.001,2300,0.25,0.575,1.725,reference_density_screening_properties,assay required
BMG-00889,MAT-RU,MED-MET,0.001,2300,0.5,1.15,1.15,reference_density_screening_properties,assay required
BMG-00890,MAT-RU,MED-ANT,0.001,1500,0.001,0.0015,1.4985,reference_density_screening_properties,assay required
BMG-00891,MAT-RU,MED-ANT,0.001,1500,0.005,0.0075,1.4925,reference_density_screening_properties,assay required
BMG-00892,MAT-RU,MED-ANT,0.001,1500,0.01,0.015,1.485,reference_density_screening_properties,assay required
BMG-00893,MAT-RU,MED-ANT,0.001,1500,0.05,0.075,1.425,reference_density_screening_properties,assay required
BMG-00894,MAT-RU,MED-ANT,0.001,1500,0.1,0.15,1.35,reference_density_screening_properties,assay required
BMG-00895,MAT-RU,MED-ANT,0.001,1500,0.25,0.375,1.125,reference_density_screening_properties,assay required
BMG-00896,MAT-RU,MED-ANT,0.001,1500,0.5,0.75,0.75,reference_density_screening_properties,assay required
BMG-00897,MAT-RU,MED-GLS,0.001,1550,0.001,0.00155,1.54845,reference_density_screening_properties,assay required
BMG-00898,MAT-RU,MED-GLS,0.001,1550,0.005,0.00775,1.54225,reference_density_screening_properties,assay required
BMG-00899,MAT-RU,MED-GLS,0.001,1550,0.01,0.0155,1.5345,reference_density_screening_properties,assay required
BMG-00900,MAT-RU,MED-GLS,0.001,1550,0.05,0.0775,1.4725,reference_density_screening_properties,assay required
BMG-00901,MAT-RU,MED-GLS,0.001,1550,0.1,0.155,1.395,reference_density_screening_properties,assay required
BMG-00902,MAT-RU,MED-GLS,0.001,1550,0.25,0.3875,1.1625,reference_density_screening_properties,assay required
BMG-00903,MAT-RU,MED-GLS,0.001,1550,0.5,0.775,0.775,reference_density_screening_properties,assay required
BMG-00904,MAT-RU,MED-ICY,0.001,900,0.001,0.0009,0.8991,reference_density_screening_properties,assay required
BMG-00905,MAT-RU,MED-ICY,0.001,900,0.005,0.0045,0.8955,reference_density_screening_properties,assay required
BMG-00906,MAT-RU,MED-ICY,0.001,900,0.01,0.009,0.891,reference_density_screening_properties,assay required
BMG-00907,MAT-RU,MED-ICY,0.001,900,0.05,0.045,0.855,reference_density_screening_properties,assay required
BMG-00908,MAT-RU,MED-ICY,0.001,900,0.1,0.09,0.81,reference_density_screening_properties,assay required
BMG-00909,MAT-RU,MED-ICY,0.001,900,0.25,0.225,0.675,reference_density_screening_properties,assay required
BMG-00910,MAT-RU,MED-ICY,0.001,900,0.5,0.45,0.45,reference_density_screening_properties,assay required
BMG-00911,MAT-OS,MED-GRV,0.001,1600,0.001,0.0016,1.5984,reference_density_screening_properties,assay and toxicity controls required
BMG-00912,MAT-OS,MED-GRV,0.001,1600,0.005,0.008,1.592,reference_density_screening_properties,assay and toxicity controls required
BMG-00913,MAT-OS,MED-GRV,0.001,1600,0.01,0.016,1.584,reference_density_screening_properties,assay and toxicity controls required
BMG-00914,MAT-OS,MED-GRV,0.001,1600,0.05,0.08,1.52,reference_density_screening_properties,assay and toxicity controls required
BMG-00915,MAT-OS,MED-GRV,0.001,1600,0.1,0.16,1.44,reference_density_screening_properties,assay and toxicity controls required
BMG-00916,MAT-OS,MED-GRV,0.001,1600,0.25,0.4,1.2,reference_density_screening_properties,assay and toxicity controls required
BMG-00917,MAT-OS,MED-GRV,0.001,1600,0.5,0.8,0.8,reference_density_screening_properties,assay and toxicity controls required
BMG-00918,MAT-OS,MED-SND,0.001,1650,0.001,0.00165,1.64835,reference_density_screening_properties,assay and toxicity controls required
BMG-00919,MAT-OS,MED-SND,0.001,1650,0.005,0.00825,1.64175,reference_density_screening_properties,assay and toxicity controls required
BMG-00920,MAT-OS,MED-SND,0.001,1650,0.01,0.0165,1.6335,reference_density_screening_properties,assay and toxicity controls required
BMG-00921,MAT-OS,MED-SND,0.001,1650,0.05,0.0825,1.5675,reference_density_screening_properties,assay and toxicity controls required
BMG-00922,MAT-OS,MED-SND,0.001,1650,0.1,0.165,1.485,reference_density_screening_properties,assay and toxicity controls required
BMG-00923,MAT-OS,MED-SND,0.001,1650,0.25,0.4125,1.2375,reference_density_screening_properties,assay and toxicity controls required
BMG-00924,MAT-OS,MED-SND,0.001,1650,0.5,0.825,0.825,reference_density_screening_properties,assay and toxicity controls required
BMG-00925,MAT-OS,MED-CLY,0.001,1800,0.001,0.0018,1.7982,reference_density_screening_properties,assay and toxicity controls required
BMG-00926,MAT-OS,MED-CLY,0.001,1800,0.005,0.009,1.791,reference_density_screening_properties,assay and toxicity controls required
BMG-00927,MAT-OS,MED-CLY,0.001,1800,0.01,0.018,1.782,reference_density_screening_properties,assay and toxicity controls required
BMG-00928,MAT-OS,MED-CLY,0.001,1800,0.05,0.09,1.71,reference_density_screening_properties,assay and toxicity controls required
BMG-00929,MAT-OS,MED-CLY,0.001,1800,0.1,0.18,1.62,reference_density_screening_properties,assay and toxicity controls required
BMG-00930,MAT-OS,MED-CLY,0.001,1800,0.25,0.45,1.35,reference_density_screening_properties,assay and toxicity controls required
BMG-00931,MAT-OS,MED-CLY,0.001,1800,0.5,0.9,0.9,reference_density_screening_properties,assay and toxicity controls required
BMG-00932,MAT-OS,MED-BCL,0.001,1900,0.001,0.0019,1.8981,reference_density_screening_properties,assay and toxicity controls required
BMG-00933,MAT-OS,MED-BCL,0.001,1900,0.005,0.0095,1.8905,reference_density_screening_properties,assay and toxicity controls required
BMG-00934,MAT-OS,MED-BCL,0.001,1900,0.01,0.019,1.881,reference_density_screening_properties,assay and toxicity controls required
BMG-00935,MAT-OS,MED-BCL,0.001,1900,0.05,0.095,1.805,reference_density_screening_properties,assay and toxicity controls required
BMG-00936,MAT-OS,MED-BCL,0.001,1900,0.1,0.19,1.71,reference_density_screening_properties,assay and toxicity controls required
BMG-00937,MAT-OS,MED-BCL,0.001,1900,0.25,0.475,1.425,reference_density_screening_properties,assay and toxicity controls required
BMG-00938,MAT-OS,MED-BCL,0.001,1900,0.5,0.95,0.95,reference_density_screening_properties,assay and toxicity controls required
BMG-00939,MAT-OS,MED-BAS,0.001,1700,0.001,0.0017,1.6983,reference_density_screening_properties,assay and toxicity controls required
BMG-00940,MAT-OS,MED-BAS,0.001,1700,0.005,0.0085,1.6915,reference_density_screening_properties,assay and toxicity controls required
BMG-00941,MAT-OS,MED-BAS,0.001,1700,0.01,0.017,1.683,reference_density_screening_properties,assay and toxicity controls required
BMG-00942,MAT-OS,MED-BAS,0.001,1700,0.05,0.085,1.615,reference_density_screening_properties,assay and toxicity controls required
BMG-00943,MAT-OS,MED-BAS,0.001,1700,0.1,0.17,1.53,reference_density_screening_properties,assay and toxicity controls required
BMG-00944,MAT-OS,MED-BAS,0.001,1700,0.25,0.425,1.275,reference_density_screening_properties,assay and toxicity controls required
BMG-00945,MAT-OS,MED-BAS,0.001,1700,0.5,0.85,0.85,reference_density_screening_properties,assay and toxicity controls required
BMG-00946,MAT-OS,MED-CAR,0.001,1300,0.001,0.0013,1.2987,reference_density_screening_properties,assay and toxicity controls required
BMG-00947,MAT-OS,MED-CAR,0.001,1300,0.005,0.0065,1.2935,reference_density_screening_properties,assay and toxicity controls required
BMG-00948,MAT-OS,MED-CAR,0.001,1300,0.01,0.013,1.287,reference_density_screening_properties,assay and toxicity controls required
BMG-00949,MAT-OS,MED-CAR,0.001,1300,0.05,0.065,1.235,reference_density_screening_properties,assay and toxicity controls required
BMG-00950,MAT-OS,MED-CAR,0.001,1300,0.1,0.13,1.17,reference_density_screening_properties,assay and toxicity controls required
BMG-00951,MAT-OS,MED-CAR,0.001,1300,0.25,0.325,0.975,reference_density_screening_properties,assay and toxicity controls required
BMG-00952,MAT-OS,MED-CAR,0.001,1300,0.5,0.65,0.65,reference_density_screening_properties,assay and toxicity controls required
BMG-00953,MAT-OS,MED-MET,0.001,2300,0.001,0.0023,2.2977,reference_density_screening_properties,assay and toxicity controls required
BMG-00954,MAT-OS,MED-MET,0.001,2300,0.005,0.0115,2.2885,reference_density_screening_properties,assay and toxicity controls required
BMG-00955,MAT-OS,MED-MET,0.001,2300,0.01,0.023,2.277,reference_density_screening_properties,assay and toxicity controls required
BMG-00956,MAT-OS,MED-MET,0.001,2300,0.05,0.115,2.185,reference_density_screening_properties,assay and toxicity controls required
BMG-00957,MAT-OS,MED-MET,0.001,2300,0.1,0.23,2.07,reference_density_screening_properties,assay and toxicity controls required
BMG-00958,MAT-OS,MED-MET,0.001,2300,0.25,0.575,1.725,reference_density_screening_properties,assay and toxicity controls required
BMG-00959,MAT-OS,MED-MET,0.001,2300,0.5,1.15,1.15,reference_density_screening_properties,assay and toxicity controls required
BMG-00960,MAT-OS,MED-ANT,0.001,1500,0.001,0.0015,1.4985,reference_density_screening_properties,assay and toxicity controls required
BMG-00961,MAT-OS,MED-ANT,0.001,1500,0.005,0.0075,1.4925,reference_density_screening_properties,assay and toxicity controls required
BMG-00962,MAT-OS,MED-ANT,0.001,1500,0.01,0.015,1.485,reference_density_screening_properties,assay and toxicity controls required
BMG-00963,MAT-OS,MED-ANT,0.001,1500,0.05,0.075,1.425,reference_density_screening_properties,assay and toxicity controls required
BMG-00964,MAT-OS,MED-ANT,0.001,1500,0.1,0.15,1.35,reference_density_screening_properties,assay and toxicity controls required
BMG-00965,MAT-OS,MED-ANT,0.001,1500,0.25,0.375,1.125,reference_density_screening_properties,assay and toxicity controls required
BMG-00966,MAT-OS,MED-ANT,0.001,1500,0.5,0.75,0.75,reference_density_screening_properties,assay and toxicity controls required
BMG-00967,MAT-OS,MED-GLS,0.001,1550,0.001,0.00155,1.54845,reference_density_screening_properties,assay and toxicity controls required
BMG-00968,MAT-OS,MED-GLS,0.001,1550,0.005,0.00775,1.54225,reference_density_screening_properties,assay and toxicity controls required
BMG-00969,MAT-OS,MED-GLS,0.001,1550,0.01,0.0155,1.5345,reference_density_screening_properties,assay and toxicity controls required
BMG-00970,MAT-OS,MED-GLS,0.001,1550,0.05,0.0775,1.4725,reference_density_screening_properties,assay and toxicity controls required
BMG-00971,MAT-OS,MED-GLS,0.001,1550,0.1,0.155,1.395,reference_density_screening_properties,assay and toxicity controls required
BMG-00972,MAT-OS,MED-GLS,0.001,1550,0.25,0.3875,1.1625,reference_density_screening_properties,assay and toxicity controls required
BMG-00973,MAT-OS,MED-GLS,0.001,1550,0.5,0.775,0.775,reference_density_screening_properties,assay and toxicity controls required
BMG-00974,MAT-OS,MED-ICY,0.001,900,0.001,0.0009,0.8991,reference_density_screening_properties,assay and toxicity controls required
BMG-00975,MAT-OS,MED-ICY,0.001,900,0.005,0.0045,0.8955,reference_density_screening_properties,assay and toxicity controls required
BMG-00976,MAT-OS,MED-ICY,0.001,900,0.01,0.009,0.891,reference_density_screening_properties,assay and toxicity controls required
BMG-00977,MAT-OS,MED-ICY,0.001,900,0.05,0.045,0.855,reference_density_screening_properties,assay and toxicity controls required
BMG-00978,MAT-OS,MED-ICY,0.001,900,0.1,0.09,0.81,reference_density_screening_properties,assay and toxicity controls required
BMG-00979,MAT-OS,MED-ICY,0.001,900,0.25,0.225,0.675,reference_density_screening_properties,assay and toxicity controls required
BMG-00980,MAT-OS,MED-ICY,0.001,900,0.5,0.45,0.45,reference_density_screening_properties,assay and toxicity controls required
BMG-00981,MAT-AL,MED-GRV,0.001,1600,0.001,0.0016,1.5984,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-00982,MAT-AL,MED-GRV,0.001,1600,0.005,0.008,1.592,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-00983,MAT-AL,MED-GRV,0.001,1600,0.01,0.016,1.584,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-00984,MAT-AL,MED-GRV,0.001,1600,0.05,0.08,1.52,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-00985,MAT-AL,MED-GRV,0.001,1600,0.1,0.16,1.44,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-00986,MAT-AL,MED-GRV,0.001,1600,0.25,0.4,1.2,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-00987,MAT-AL,MED-GRV,0.001,1600,0.5,0.8,0.8,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-00988,MAT-AL,MED-SND,0.001,1650,0.001,0.00165,1.64835,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-00989,MAT-AL,MED-SND,0.001,1650,0.005,0.00825,1.64175,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-00990,MAT-AL,MED-SND,0.001,1650,0.01,0.0165,1.6335,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-00991,MAT-AL,MED-SND,0.001,1650,0.05,0.0825,1.5675,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-00992,MAT-AL,MED-SND,0.001,1650,0.1,0.165,1.485,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-00993,MAT-AL,MED-SND,0.001,1650,0.25,0.4125,1.2375,reference_density_screening_properties,mineral-bound Al is not elemental Al
